,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
25,FL,53.66,4.56,82,62.95,96,0,Apparel Retail,Consumer Cyclical,2.282,24.24,0.024,1.303,3.19
26,AAN,100.0,32.5,3,32.0,310,0,Rental & Leasing Services,Industrials,0.217,7.16,0.325,0.094,3.05
27,SMP,62.5,3.78,56,51.04,635,0,Auto Parts,Consumer Cyclical,0.67,30.57,0.024,1.097,2.59
28,LPSN,64.1,6.15,39,62.15,40,0,Software - Application,Technology,0.089,1.01,0.039,0.628,2.47
29,ENR,78.95,8.78,19,53.37,449,0,Electrical Equipment & Parts,Industrials,1.997,27.82,0.069,0.356,2.47
30,MXCT,100.0,22.09,3,27.0,219,0,Medical Devices,Healthcare,0.476,4.0,0.221,0.111,2.45
31,CRD-B,57.14,3.09,56,48.45,318,0,Insurance Brokers,Financial Services,0.413,8.44,0.018,1.156,2.04
32,PARA,71.43,8.23,21,65.14,64,0,Entertainment,Communication Services,7.245,10.5,0.059,0.322,1.9
33,UNFI,66.67,4.02,39,55.69,58,0,Food Distribution,Consumer Defensive,0.721,12.13,0.027,0.7,1.88
34,CCSI,100.0,12.76,6,42.5,46,0,Software - Infrastructure,Technology,0.258,13.42,0.128,0.141,1.8
35,COUR,100.0,26.43,3,44.0,321,0,Education & Training Services,Consumer Defensive,2.354,15.0,0.264,0.068,1.8
36,XEL,73.33,2.28,45,42.07,80,0,Utilities - Regulated Electric,Utilities,26.892,48.44,0.017,1.07,1.79
37,BRDG,100.0,11.17,6,39.0,52,0,Asset Management,Financial Services,0.877,7.0,0.112,0.154,1.72
38,BGFV,59.26,7.79,27,73.41,952,0,Specialty Retail,Consumer Cyclical,0.091,4.07,0.046,0.368,1.7
39,NARI,100.0,12.96,3,23.0,670,0,Medical Devices,Healthcare,2.483,42.98,0.13,0.13,1.69
40,UONE,50.0,6.45,36,69.56,813,0,Broadcasting,Communication Services,0.109,2.44,0.032,0.518,1.67
41,DBX,100.0,13.35,6,49.33,1114,0,Software - Infrastructure,Technology,8.187,23.8,0.134,0.122,1.62
42,RDUS,69.7,3.26,33,48.64,961,0,Steel,Basic Materials,0.534,19.4,0.023,0.678,1.54
43,DV,100.0,20.31,3,40.0,65,0,Software - Application,Technology,5.062,29.56,0.203,0.075,1.52
44,LUNG,66.67,43.25,3,57.0,276,0,Medical Devices,Healthcare,0.341,8.85,0.288,0.053,1.52
45,HLF,68.0,3.72,25,49.92,399,0,Packaged Foods,Consumer Defensive,0.825,8.31,0.025,0.501,1.27
46,TWKS,100.0,7.02,9,57.44,52,0,Information Technology Services,Technology,0.807,2.5,0.07,0.157,1.1
47,UNH,53.33,9.27,15,69.0,3915,0,Healthcare Plans,Healthcare,435.706,472.6,0.049,0.217,1.07
48,PACB,47.62,5.83,21,55.38,59,0,Medical Devices,Healthcare,1.117,4.18,0.028,0.379,1.05
49,FIVN,55.56,12.25,9,62.11,301,0,Software - Infrastructure,Technology,4.171,56.88,0.068,0.145,0.99
50,IAS,100.0,7.07,6,46.5,63,0,Advertising Agencies,Communication Services,1.482,9.29,0.071,0.129,0.91
51,TACT,46.15,3.1,39,67.54,391,0,Computer Hardware,Technology,0.064,6.46,0.014,0.577,0.83
52,ONL,71.43,9.93,7,70.14,55,0,REIT - Office,Real Estate,0.193,3.46,0.071,0.1,0.71
53,HRZN,66.67,4.06,9,48.67,403,0,Asset Management,Financial Services,0.391,11.72,0.027,0.185,0.5
54,SVC,66.67,1.27,21,49.33,944,0,REIT - Hotel & Motel,Real Estate,1.076,6.49,0.008,0.426,0.36
55,BMBL,-33.33,-26.39,3,82.0,480,0,Software - Application,Technology,1.911,10.68,0.088,0.037,0.32
56,FSLY,-33.33,-52.86,3,189.0,323,0,Software - Application,Technology,1.773,13.21,0.176,0.016,0.28
57,SMID,60.0,0.9,30,64.9,933,0,Building Materials,Basic Materials,0.161,30.61,0.005,0.462,0.25
58,GENK,-33.33,-15.67,3,72.0,26,0,Restaurants,Consumer Cyclical,0.218,6.76,0.052,0.042,0.22
59,CNXC,-16.67,-17.38,6,85.0,94,0,Information Technology Services,Technology,4.478,67.54,0.029,0.071,0.2
60,AMPX,-33.33,-12.35,3,67.0,59,0,Electrical Equipment & Parts,Industrials,0.24,2.72,0.041,0.045,0.18
61,CLOV,-16.67,-12.92,6,74.0,270,0,Healthcare Plans,Healthcare,0.39,0.8,0.022,0.081,0.17
62,FNA,-33.33,-14.36,3,84.0,44,0,Medical Devices,Healthcare,0.896,10.82,0.048,0.036,0.17
63,SFIX,41.67,2.55,12,95.5,390,0,Apparel Retail,Consumer Cyclical,0.286,2.42,0.011,0.126,0.13
64,SAM,56.25,0.3,32,61.31,406,0,Beverages - Brewers,Consumer Defensive,3.554,295.53,0.002,0.522,0.09
65,ACU,44.44,0.15,54,51.78,1280,0,Household & Personal Products,Consumer Defensive,0.138,38.37,0.001,1.043,0.07
66,UPLD,66.67,0.01,12,79.5,167,0,Software - Application,Technology,0.075,2.6,0.0,0.151,0.0
67,EB,41.67,-0.99,12,50.92,44,0,Software - Application,Technology,0.537,5.27,-0.004,0.236,-0.1
68,IRWD,12.5,-4.98,8,46.62,2127,0,Drug Manufacturers - Specialty & Generic,Healthcare,1.349,8.62,-0.006,0.172,-0.11
69,ROKU,55.56,-3.14,9,93.33,76,0,Entertainment,Communication Services,8.995,62.67,-0.017,0.096,-0.17
70,SMPL,33.33,-3.45,6,39.83,960,0,Packaged Foods,Consumer Defensive,3.314,33.2,-0.011,0.151,-0.17
71,UAN,50.0,-1.18,20,64.25,943,0,Agricultural Inputs,Basic Materials,0.655,61.98,-0.006,0.311,-0.18
72,TTEC,55.56,-3.09,36,61.58,44,0,Information Technology Services,Technology,0.54,11.39,-0.017,0.585,-1.0
