,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
27,PACB,47.62,5.83,21,55.38,4,3,Medical Devices,Healthcare,0.9,3.36,0.028,0.379,1.05
28,NYCB,50.0,3.26,24,47.75,26,3,Banks - Regional,Financial Services,2.593,3.25,0.016,0.503,0.82
29,FWRD,42.86,3.97,21,51.05,33,3,Integrated Freight & Logistics,Industrials,0.724,27.46,0.017,0.411,0.7
30,VSCO,50.0,8.84,6,41.67,1,1,Apparel Retail,Consumer Cyclical,1.35,17.4,0.044,0.144,0.64
31,HRZN,66.67,4.06,9,48.67,3,3,Asset Management,Financial Services,0.377,11.3,0.027,0.185,0.5
32,SAVE,55.56,2.26,18,60.17,37,3,Airlines,Industrials,0.515,4.7,0.013,0.299,0.38
33,FSLY,-33.33,-52.86,3,189.0,8,3,Software - Application,Technology,1.704,12.7,0.176,0.016,0.28
34,CNXC,-16.67,-17.38,6,85.0,6,3,Information Technology Services,Technology,3.77,57.49,0.029,0.071,0.2
35,LBRDK,55.56,1.69,9,82.89,22,3,Telecom Services,Communication Services,7.62,53.36,0.009,0.109,0.1
36,SAM,56.25,0.3,32,61.31,6,3,Beverages - Brewers,Consumer Defensive,3.561,296.52,0.002,0.522,0.09
37,AGL,16.67,0.57,6,50.0,84,3,Medical Care Facilities,Healthcare,1.945,4.75,0.001,0.12,0.01
38,CHTR,33.33,-3.9,6,115.83,19,3,Telecom Services,Communication Services,39.806,275.69,-0.013,0.052,-0.07
39,LBRDA,33.33,-4.93,6,111.5,22,3,Telecom Services,Communication Services,7.647,53.23,-0.016,0.054,-0.09
40,IRWD,12.5,-4.98,8,46.62,5,3,Drug Manufacturers - Specialty & Generic,Healthcare,1.269,8.11,-0.006,0.172,-0.11
41,ROKU,55.56,-3.14,9,93.33,13,3,Entertainment,Communication Services,8.93,62.22,-0.017,0.096,-0.17
42,IRDM,25.0,-5.69,12,66.5,20,3,Telecom Services,Communication Services,3.141,25.65,-0.014,0.18,-0.26
43,AEHR,51.85,-1.71,27,73.19,39,3,Semiconductor Equipment & Materials,Technology,0.335,11.6,-0.009,0.369,-0.33
44,TTEC,55.56,-3.09,36,61.58,2,3,Information Technology Services,Technology,0.416,8.78,-0.017,0.585,-1.0
45,GPRO,61.11,-6.89,18,62.67,18,3,Consumer Electronics,Technology,0.325,2.17,-0.042,0.287,-1.21
